Day,Time,Intensity
2014/06/18,17:18:56.906,1675.60907
2014/06/18,17:18:57.016,1525.72426
2014/06/18,17:18:57.126,1616.88367
2014/06/18,17:18:57.236,2049.60136
2014/06/18,17:18:57.346,1860.08231
2014/06/18,17:18:57.456,2202.54082
2014/06/18,17:18:57.566,1769.23016
2014/06/18,17:18:57.676,1727.72789
2014/06/18,17:18:57.786,1486.00227
2014/06/18,17:18:57.896,1519.01202
2014/06/18,17:18:58.006,1374.22971
2014/06/18,17:18:58.116,1413.15079
2014/06/18,17:18:58.226,1418.61202
2014/06/18,17:18:58.326,1459.03016
2014/06/18,17:18:58.436,1409.88957
2014/06/18,17:18:58.546,1675.34717
2014/06/18,17:18:58.656,1504.53946
2014/06/18,17:18:58.766,1410.41088
2014/06/18,17:18:58.876,1607.46553
2014/06/18,17:18:59.016,1639.03991
2014/06/18,17:18:59.126,1700.14626
2014/06/18,17:18:59.236,1598.91882
2014/06/18,17:18:59.346,1709.02336
2014/06/18,17:18:59.456,1372.13492
2014/06/18,17:18:59.566,1462.26621
2014/06/18,17:18:59.676,1614.36621
2014/06/18,17:18:59.786,1491.93084
2014/06/18,17:18:59.886,1727.62494
2014/06/18,17:18:59.996,1605.00816
2014/06/18,17:19:00.106,1594.93946
2014/06/18,17:19:00.216,1369.53039
2014/06/18,17:19:00.326,1485.84082
2014/06/18,17:19:00.436,1577.97143
2014/06/18,17:19:00.546,1492.80544
2014/06/18,17:19:00.656,1705.65238
2014/06/18,17:19:00.766,1435.29456
2014/06/18,17:19:00.876,1645.18322
2014/06/18,17:19:00.986,1318.00998
2014/06/18,17:19:01.096,1713.14853
2014/06/18,17:19:01.196,1482.98503
2014/06/18,17:19:01.306,1470.11361
2014/06/18,17:19:01.416,1455.39728
2014/06/18,17:19:01.526,1397.55034
2014/06/18,17:19:01.636,1414.16689
2014/06/18,17:19:01.746,1568.80
2014/06/18,17:19:01.856,1477.46871
2014/06/18,17:19:01.966,1635.8381
2014/06/18,17:19:02.076,1754.61837
2014/06/18,17:19:02.186,2382.93469
2014/06/18,17:19:02.296,10047.85351
2014/06/18,17:19:02.406,15442.27664
2014/06/18,17:19:02.516,6421.13401
2014/06/18,17:19:02.616,1563.50862
2014/06/18,17:19:02.726,1378.80476
2014/06/18,17:19:02.836,1436.17982
2014/06/18,17:19:02.946,1577.60374
2014/06/18,17:19:03.056,1465.68866
2014/06/18,17:19:03.166,1608.85964
2014/06/18,17:19:03.276,1356.31111
2014/06/18,17:19:03.386,1454.48163
2014/06/18,17:19:03.496,1459.68889
2014/06/18,17:19:03.606,1485.71837
2014/06/18,17:19:03.716,1538.84671
2014/06/18,17:19:03.826,1742.42268
2014/06/18,17:19:03.926,2685.09932
2014/06/18,17:19:04.036,2434.5254
2014/06/18,17:19:04.146,2476.71599
2014/06/18,17:19:04.256,2003.60068
2014/06/18,17:19:04.366,3127.74785
2014/06/18,17:19:04.476,2006.31156
2014/06/18,17:19:04.586,3309.84308
2014/06/18,17:19:04.696,2839.69206
2014/06/18,17:19:04.806,2420.71701
2014/06/18,17:19:04.916,3895.90227
2014/06/18,17:19:05.026,4907.19433
2014/06/18,17:19:05.136,3878.06304
2014/06/18,17:19:05.246,6141.62052
2014/06/18,17:19:05.346,19235.01224
2014/06/18,17:19:05.456,13460.72358
2014/06/18,17:19:05.566,1878.88458
2014/06/18,17:19:05.676,1779.81224
2014/06/18,17:19:05.786,1759.9805
2014/06/18,17:19:05.896,2352.07143
2014/06/18,17:19:06.006,1949.98934
2014/06/18,17:19:06.116,2011.02948
2014/06/18,17:19:06.226,1947.21451
2014/06/18,17:19:06.336,3615.40522
2014/06/18,17:19:06.446,4691.97098
2014/06/18,17:19:06.556,1788.1288
2014/06/18,17:19:06.656,2217.49501
2014/06/18,17:19:06.766,1689.48095
2014/06/18,17:19:06.876,1773.74104
2014/06/18,17:19:06.986,1767.82086
2014/06/18,17:19:07.096,1739.18662
2014/06/18,17:19:07.206,1653.41361
2014/06/18,17:19:07.316,2109.61202
2014/06/18,17:19:07.426,3860.59728
2014/06/18,17:19:07.536,3004.16122
2014/06/18,17:19:07.646,2251.71349
2014/06/18,17:19:07.756,2575.8966
2014/06/18,17:19:07.866,2670.55397
2014/06/18,17:19:07.976,2835.58912
2014/06/18,17:19:08.076,6793.29773
2014/06/18,17:19:08.186,17514.49977
2014/06/18,17:19:08.296,17550.05374
2014/06/18,17:19:08.406,4668.14218
2014/06/18,17:19:08.516,2696.58254
2014/06/18,17:19:08.626,2461.24785
2014/06/18,17:19:08.736,2540.54376
2014/06/18,17:19:08.846,2793.93503
2014/06/18,17:19:08.956,4228.52698
2014/06/18,17:19:09.066,4682.19615
2014/06/18,17:19:09.176,3919.7068
2014/06/18,17:19:09.286,3900.35374
2014/06/18,17:19:09.386,3503.60952
2014/06/18,17:19:09.496,2335.21995
2014/06/18,17:19:09.606,3090.53968
2014/06/18,17:19:09.716,4137.19773
2014/06/18,17:19:09.826,4056.7195
2014/06/18,17:19:09.936,3154.42177
2014/06/18,17:19:10.046,3971.43946
2014/06/18,17:19:10.156,5912.11973
2014/06/18,17:19:10.266,6856.08617
2014/06/18,17:19:10.376,6960.21406
2014/06/18,17:19:10.486,7586.3229
2014/06/18,17:19:10.596,7443.8034
2014/06/18,17:19:10.706,6296.87234
2014/06/18,17:19:10.806,7188.73991
2014/06/18,17:19:10.916,6445.17324
2014/06/18,17:19:11.026,4570.23492
2014/06/18,17:19:11.136,4106.80227
2014/06/18,17:19:11.246,2058.8288
2014/06/18,17:19:11.356,1962.5059
2014/06/18,17:19:11.466,2073.92562
2014/06/18,17:19:11.576,2436.41678
2014/06/18,17:19:11.686,2724.61927
2014/06/18,17:19:11.796,4044.67642
2014/06/18,17:19:11.906,4117.48639
2014/06/18,17:19:12.016,3388.60748
2014/06/18,17:19:12.116,2561.44218
2014/06/18,17:19:12.226,1935.7068
2014/06/18,17:19:12.336,1953.961
2014/06/18,17:19:12.446,3725.24218
2014/06/18,17:19:12.556,4671.26304
2014/06/18,17:19:12.666,3958.07755
2014/06/18,17:19:12.776,2860.01973
2014/06/18,17:19:12.886,2073.80023
2014/06/18,17:19:12.996,3715.64036
2014/06/18,17:19:13.106,4566.31859
2014/06/18,17:19:13.216,4976.63878
2014/06/18,17:19:13.326,4418.84467
2014/06/18,17:19:13.436,4206.28617
2014/06/18,17:19:13.536,4964.11066
2014/06/18,17:19:13.646,7603.45363
2014/06/18,17:19:13.756,7806.2805
2014/06/18,17:19:13.866,6738.67483
2014/06/18,17:19:13.976,4336.37256
2014/06/18,17:19:14.086,2977.09637
2014/06/18,17:19:14.196,1980.95261
2014/06/18,17:19:14.306,3543.62676
2014/06/18,17:19:14.416,3808.05556
2014/06/18,17:19:14.526,3080.78095
2014/06/18,17:19:14.636,2544.17823
2014/06/18,17:19:14.746,2255.62732
2014/06/18,17:19:14.846,1525.94898
2014/06/18,17:19:14.956,3932.35306
2014/06/18,17:19:15.066,2675.50272
2014/06/18,17:19:15.176,2820.81315
2014/06/18,17:19:15.286,1891.41088
2014/06/18,17:19:15.396,1874.46213
2014/06/18,17:19:15.506,2090.81814
2014/06/18,17:19:15.616,2972.65147
2014/06/18,17:19:15.726,1965.74558
2014/06/18,17:19:15.836,2245.7483
2014/06/18,17:19:15.946,2005.8534
2014/06/18,17:19:16.056,2245.52857
2014/06/18,17:19:16.166,2323.22063
2014/06/18,17:19:16.266,2581.80975
2014/06/18,17:19:16.376,2826.08209
2014/06/18,17:19:16.486,3151.72608
2014/06/18,17:19:16.596,3125.52086
2014/06/18,17:19:16.706,2574.2059
2014/06/18,17:19:16.816,2385.80317
2014/06/18,17:19:16.926,2244.55125
2014/06/18,17:19:17.036,1998.52154
2014/06/18,17:19:17.146,2096.93152
2014/06/18,17:19:17.256,2031.5424
2014/06/18,17:19:17.366,2370.96009
2014/06/18,17:19:17.476,1957.98458
2014/06/18,17:19:17.576,2009.53424
2014/06/18,17:19:17.686,2565.38526
2014/06/18,17:19:17.796,2376.78594
2014/06/18,17:19:17.906,2350.41565
2014/06/18,17:19:18.016,1782.90136
2014/06/18,17:19:18.126,2469.33401
2014/06/18,17:19:18.236,2804.13515
2014/06/18,17:19:18.346,3022.08605
2014/06/18,17:19:18.456,1912.67846
2014/06/18,17:19:18.566,1708.2102
2014/06/18,17:19:18.676,1966.17302
2014/06/18,17:19:18.786,2301.11134
2014/06/18,17:19:18.896,2553.66077
2014/06/18,17:19:18.996,2258.06848
2014/06/18,17:19:19.106,2434.94014
2014/06/18,17:19:19.216,3559.09841
2014/06/18,17:19:19.326,2680.00091
2014/06/18,17:19:19.436,2415.42585
2014/06/18,17:19:19.546,2296.378
2014/06/18,17:19:19.656,2327.48141
2014/06/18,17:19:19.766,4436.36463
2014/06/18,17:19:19.876,2746.78231
2014/06/18,17:19:19.986,2458.3127
2014/06/18,17:19:20.096,2452.66553
2014/06/18,17:19:20.206,2724.12766
2014/06/18,17:19:20.306,1858.51497
2014/06/18,17:19:20.416,1550.38707
2014/06/18,17:19:20.526,1493.51587
2014/06/18,17:19:20.636,1665.3839
2014/06/18,17:19:20.746,1941.67812
2014/06/18,17:19:20.856,3162.04399
2014/06/18,17:19:20.966,4131.25873
2014/06/18,17:19:21.076,3387.82653
2014/06/18,17:19:21.186,4980.59524
2014/06/18,17:19:21.296,5018.72109
2014/06/18,17:19:21.406,4718.84376
2014/06/18,17:19:21.516,4072.81837
2014/06/18,17:19:21.626,2840.57166
2014/06/18,17:19:21.726,2799.29365
2014/06/18,17:19:21.836,2916.2254
2014/06/18,17:19:21.946,1795.06134
2014/06/18,17:19:22.056,1898.22744
2014/06/18,17:19:22.166,1936.16417
2014/06/18,17:19:22.276,2282.50454
2014/06/18,17:19:22.386,3235.60476
2014/06/18,17:19:22.496,3034.33696
2014/06/18,17:19:22.606,1789.17937
2014/06/18,17:19:22.716,2578.90862
2014/06/18,17:19:22.826,2532.0288
2014/06/18,17:19:22.936,2763.98957
2014/06/18,17:19:23.036,2741.59365
2014/06/18,17:19:23.146,2660.77789
2014/06/18,17:19:23.256,2607.47732
2014/06/18,17:19:23.366,2098.24036
2014/06/18,17:19:23.476,2258.86281
2014/06/18,17:19:23.586,2378.88617
2014/06/18,17:19:23.696,1740.73968
2014/06/18,17:19:23.806,1908.71451
2014/06/18,17:19:23.916,1440.15828
2014/06/18,17:19:24.026,1711.2932
2014/06/18,17:19:24.136,1828.15193
2014/06/18,17:19:24.246,2424.36678
2014/06/18,17:19:24.356,1916.20975
2014/06/18,17:19:24.456,2079.38458
2014/06/18,17:19:24.566,1831.51111
2014/06/18,17:19:24.676,1583.68526
2014/06/18,17:19:24.786,1786.14354
2014/06/18,17:19:24.896,1829.51973
2014/06/18,17:19:25.006,1751.38073
2014/06/18,17:19:25.116,1769.46213
2014/06/18,17:19:25.226,1618.65442
2014/06/18,17:19:25.336,1937.81043
2014/06/18,17:19:25.446,1842.08413
2014/06/18,17:19:25.556,1581.22426
2014/06/18,17:19:25.666,1760.58186
2014/06/18,17:19:25.766,1354.8542
2014/06/18,17:19:25.876,1337.15283
2014/06/18,17:19:25.986,1620.55828
2014/06/18,17:19:26.096,1946.72971
2014/06/18,17:19:26.206,1845.94762
2014/06/18,17:19:26.316,1862.48027
2014/06/18,17:19:26.426,1773.97937
2014/06/18,17:19:26.536,1730.53741
2014/06/18,17:19:26.646,1567.06293
2014/06/18,17:19:26.756,1489.04807
2014/06/18,17:19:26.866,1549.32676
2014/06/18,17:19:26.976,1517.32336
2014/06/18,17:19:27.086,1578.15918
2014/06/18,17:19:27.186,1573.30204
2014/06/18,17:19:27.296,1892.52041
2014/06/18,17:19:27.406,1552.65193
2014/06/18,17:19:27.516,1416.1898
2014/06/18,17:19:27.626,1539.94014
2014/06/18,17:19:27.736,1581.0415
2014/06/18,17:19:27.846,1433.02812
2014/06/18,17:19:27.956,1557.33311
2014/06/18,17:19:28.066,1397.73515
2014/06/18,17:19:28.176,1370.7288
2014/06/18,17:19:28.286,1358.07687
2014/06/18,17:19:28.396,1426.41338
2014/06/18,17:19:28.496,1521.07982
2014/06/18,17:19:28.606,1402.40975
2014/06/18,17:19:28.716,1777.20295
2014/06/18,17:19:28.826,1434.9288
2014/06/18,17:19:28.936,1431.60227
2014/06/18,17:19:29.046,1527.59546
2014/06/18,17:19:29.156,1414.01338
2014/06/18,17:19:29.266,1289.0229
2014/06/18,17:19:29.376,1431.74921
2014/06/18,17:19:29.486,1479.25261
2014/06/18,17:19:29.596,1372.28889
2014/06/18,17:19:29.706,1335.60884
2014/06/18,17:19:29.816,1404.05011
2014/06/18,17:19:29.916,1352.81905
2014/06/18,17:19:30.026,1444.91678
2014/06/18,17:19:30.136,1483.04195
2014/06/18,17:19:30.246,1441.19093
2014/06/18,17:19:30.356,1584.84807
2014/06/18,17:19:30.466,1408.77256
2014/06/18,17:19:30.576,1366.16576
2014/06/18,17:19:30.686,1419.13492
2014/06/18,17:19:30.796,1549.23197
2014/06/18,17:19:30.906,1383.43968
2014/06/18,17:19:31.016,1396.06984
2014/06/18,17:19:31.126,1518.06825
2014/06/18,17:19:31.226,1485.83968
2014/06/18,17:19:31.336,1292.27687
2014/06/18,17:19:31.446,1409.79399
2014/06/18,17:19:31.556,1515.50023
2014/06/18,17:19:31.666,1432.91247
2014/06/18,17:19:31.776,1432.1898
2014/06/18,17:19:31.886,1209.1551
2014/06/18,17:19:31.996,1428.18186
2014/06/18,17:19:32.106,1307.54376
2014/06/18,17:19:32.216,1365.41701
2014/06/18,17:19:32.326,1376.08481
2014/06/18,17:19:32.436,1313.08435
2014/06/18,17:19:32.546,1340.5305
2014/06/18,17:19:32.646,1575.35986
2014/06/18,17:19:32.756,1485.09342
2014/06/18,17:19:32.866,1444.2254
2014/06/18,17:19:32.976,1503.67075
2014/06/18,17:19:33.086,1406.37188
2014/06/18,17:19:33.196,1473.49887
2014/06/18,17:19:33.306,1411.37347
2014/06/18,17:19:33.416,1626.06485
2014/06/18,17:19:33.526,1437.37868
2014/06/18,17:19:33.636,1332.26122
2014/06/18,17:19:33.746,1369.41281
2014/06/18,17:19:33.856,1508.09751
2014/06/18,17:19:33.956,1431.74308
2014/06/18,17:19:34.066,1454.92109
2014/06/18,17:19:34.176,1752.53265
2014/06/18,17:19:34.286,1515.48163
2014/06/18,17:19:34.396,1306.50408
2014/06/18,17:19:34.506,1309.28957
2014/06/18,17:19:34.616,1553.90
2014/06/18,17:19:34.726,1381.92562
2014/06/18,17:19:34.836,1348.68231
2014/06/18,17:19:34.946,1447.02166
2014/06/18,17:19:35.056,1391.75397
2014/06/18,17:19:35.166,1446.73356
2014/06/18,17:19:35.276,1524.20272
2014/06/18,17:19:35.376,1480.97982
2014/06/18,17:19:35.486,1439.04921
2014/06/18,17:19:35.596,1522.62086
2014/06/18,17:19:35.706,1513.30385
2014/06/18,17:19:35.816,1536.10204
2014/06/18,17:19:35.926,1714.32902
2014/06/18,17:19:36.036,1588.01519
2014/06/18,17:19:36.146,1513.45068
2014/06/18,17:19:36.256,1419.87506
2014/06/18,17:19:36.366,1341.11293
2014/06/18,17:19:36.476,1586.79456
2014/06/18,17:19:36.586,1454.61179
2014/06/18,17:19:36.696,1508.478
2014/06/18,17:19:36.796,1249.78912
2014/06/18,17:19:36.906,1334.64966
2014/06/18,17:19:37.016,1306.59887
2014/06/18,17:19:37.126,1372.32993
2014/06/18,17:19:37.236,1348.16463
2014/06/18,17:19:37.346,1398.79683
